word	count
მიუხედავად	16414
ფილმები	16393
დაახლოებით	16319
იქნა	16253
შუა	16218
პერიოდში	16140
შემადგენლობაში	16134
შეადგენდა	15978
მუნიციპალიტეტები	15923
მონაცემები	15907
რაიონში	15821
საფეხბურთო	15821
დონიდან	15580
ვერ	15521
უმაღლესი	15331
საიტი	15192
გარდაიცვალა	15161
რომელმაც	15046
ჰქონდა	15001
ადგილი	14944
ამის	14914
ეკლესიის	14893
არა	14795
ქალაქები	14677
წინააღმდეგ	14661
საფრანგეთის	14618
ადმინისტრაციული	14575
სამი	14574
კაცი	14554
დაიბადა	14200
შედეგად	14195
ძირითადი	14192
წარმოადგენს	14181
ქალი	14078
ხშირად	13988
თარიღი	13954
გარდა	13686
პირველ	13520
უნივერსიტეტის	13500
უკვე	13298
ტიპის	13264
საბჭოს	13167
მიეკუთვნება	13157
ბიოგრაფია	13149
წლამდე	13139
ფილმი	13107
ალბომი	13075
ჯერ	13069
რის	13068
თანამედროვე	13068
პროვინციის	13027
მესამე	13024
მოგვიანებით	12911
იან	12838
აზერბაიჯანის	12733
ძირითადად	12715
მეტი	12606
ცენტრი	12599
იყვნენ	12498
მნიშვნელოვანი	12483
ალექსანდრე	12473
საკუთარი	12322
ნაწილში	12301
შეადგენს	12278
კავშირის	12170
არიან	12138
იანი	12056
რადგან	11997
პირველად	11995
ძალიან	11971
საერთო	11953
რომის	11829
ტერიტორიაზე	11810
პროვინცია	11631
მთელი	11625
სახელობის	11601
გამოვიდა	11577
არსებობს	11552
სამეცნიერო	11545
დიდ	11499
ზაფხულის	11448
ქვეყნების	11400
მარია	11340
ამერიკის	11336
ოლქი	11269
პატარა	11261
საუკუნეში	11138
ამავე	11128
ჩრდილო	11114
მუნიციპალიტეტში	11076
სიმღერა	10958
საშუალო	10773
ძეგლები	10762
თამაშებზე	10742
სოფელ	10710
მუშაობდა	10658
რაოდენობა	10635
ცნობილია	10544
ჯგუფის	10533
ინსტიტუტი	10443
მარცხნივ	10440
კლასის	10432
ენა	10401
ძეგლი	10393
ჯონ	10387
სწორედ	10379
ისტორიული	10358
მემკვიდრეობის	10345
დავით	10308
გერმანიის	10277
ცენტრალური	10250
მდე	10238
ბრაზილიის	10234
დღეს	10209
სოფლის	10167
შეიქმნა	10147
ჩარტი	10088
მოიცავს	10082
თემის	10039
მრავალი	10027
რეგიონის	9992
სან	9967
ვიდეო	9963
ჩემპიონატი	9903
მეტრზე	9903
ჯგუფი	9893
მსახიობი	9805
ამერიკული	9801
ოლიმპიურ	9798
ნიუ	9765
ცხოვრობს	9749
ომი	9744
პრეზიდენტი	9743
რომელშიც	9740
კვლავ	9738
სოფელში	9677
ოქროს	9593
სიმჭიდროვე	9576
ბოლო	9565
მსოფლიოს	9554
სომხეთის	9547
მაღალი	9523
ვიკიპედია	9443
პორტალი	9440
მუზეუმი	9437
იმპერიის	9423
ხელოვნების	9386
ადამიანის	9374
ცხოვრება	9374
განსაკუთრებით	9366
შვილი	9323
ოლქის	9322
სულ	9311
შტატის	9215
აფხაზეთის	9199
ორივე	9141
სსრ	9127
სახით	9119
მუსიკალური	9109
თითქმის	9097
მაგალითად	9039
ბრძოლა	9037
დაამთავრა	9033
კულტურული	8910
რაიონები	8883
შემთხვევაში	8858
ბრიტანეთის	8807
რათა	8785
ტაძარი	8784
იმავე	8723
იყოს	8718
ისე	8662
ანუ	8614
აღმოსავლეთით	8598
აღწერა	8567
სახალხო	8537
კულტურის	8521
მეცნიერებათა	8517
საბოლოოდ	8502
პარლამენტის	8457
არსებული	8440
სსრკ	8375
ახალ	8330
თბილისში	8322
ხდება	8315
ამჟამად	8304
ადგილობრივი	8263
დან	8233
მოსკოვის	8222
თარგები	8197
წლები	8196
ესპანეთის	8178
შექმნა	8166
დღე	8160
თავი	8142
სახლი	8131
ალბომების	8103
მოღვაწე	8076
აზერბაიჯანში	8055
სიმღერები	8020
წინ	7960
ყოფილი	7936
ისტორიის	7922
გამოიყენება	7907
არც	7882
თავად	7864
უნივერსიტეტი	7834
ასაკში	7833
ვაჟი	7827
მიხეილ	7822
ბოლოს	7822
მაშინ	7806
საკმაოდ	7801
მსოფლიოში	7780
ბევრი	7748
გეოგრაფია	7733
შედგება	7710
ხელი	7692
წევრები	7646
სამეფოს	7639
გადავიდა	7625
მდებარე	7611
ინსტიტუტის	7600
დასავლეთით	7598
სამოქალაქო	7595
თავდაპირველად	7580
მეფის	7575
შავი	7553
პარკი	7552
თანახმად	7547
პარტიის	7523
დემოკრატიული	7521
სტატია	7504
იმისა	7456
საქართველო	7431
სკოლა	7421
როლი	7398
ზოგიერთი	7391
უდიდესი	7382
ქვეყანაში	7343
კუნძულები	7328
პარტია	7315
ავტონომიური	7313
წითელი	7301
შტატში	7294
ასეთი	7293
ქართულ	7277
ეკონომიკური	7265
ციხე	7254
პრემიერ	7241
შიდა	7219
მხარეს	7218
შედარებით	7206
პროვინციაში	7189
აგვისტოს	7187
სახელწოდება	7181
როკ	7177
თეთრი	7171
უფროსი	7166
თასი	7143
დღის	7125
მონაწილეობა	7109
მოხდა	7091
რომელთა	7085
რესპუბლიკა	7050
ამისა	7045
სიმღერების	7038
ფილმში	7035
უკანასკნელი	6991
სისტემა	6977
ვერსია	6941
დასაწყისში	6936
მოკლე	6927
ამიტომ	6926
საუკუნე	6899
მწერლები	6892
მარტს	6889
დაარსდა	6879
აღსანიშნავია	6877
ჩემპიონატის	6866
მწერალი	6828
უცნობია	6821
შენობა	6817
არქეოლოგიური	6815
საზოგადოების	6814
აფრიკის	6805
მთავარ	6803
იტალიის	6777
აკადემიის	6755
სახელმწიფოს	6747
გამოც	6733
მხარის	6709
სასოფლო	6706
ევროპაში	6679
თავს	6677
მაისს	6659
გაერთიანებული	6648
თემი	6643
უკრაინის	6638
ოთხი	6634
მოვლენები	6633
სამხრეთით	6629
სტატისტიკის	6627
ზემო	6624
მოიპოვა	6622
ტერიტორია	6618
ავტორი	6615
ენაზე	6613
დედოფალი	6605
მოწვევის	6600
კარიერა	6598
რეგიონში	6586
სოციალური	6570
რუსი	6552
შესაბამისად	6547
ენის	6540
თამაშები	6537
დასახლებული	6534
დღემდე	6527
განაცხადა	6517
ახალგაზრდა	6517
ნოემბერს	6514
ასე	6477
ქართლის	6476
არქიტექტურული	6473
ადრე	6447
მაინც	6444
უნივერსიტეტში	6443
განვითარების	6439
გარეშე	6434
ალბომის	6430
აქვთ	6420
კარგად	6400
ქალაქში	6393
ქვეშ	6381
ცხოვრების	6375
გვხვდება	6372
მილიონი	6361
დასრულდა	6346
წყლის	6321
ვიდრე	6304
როცა	6303
ფრანგი	6278
ქვეყანა	6271
ცხოვრობდა	6265
აღმოჩნდა	6264
ოქტომბერს	6259
ადრეული	6241
ივნისს	6240
თან	6239
მამა	6225
კლუბი	6223
ინფორმაცია	6203
ეროვნულ	6198
დროის	6151
ჩემპიონი	6145
მიმართ	6131
მრავალმნიშვნელოვანი	6119
მიღებული	6116
სექტემბერს	6115
წარმომადგენელი	6114
წიგნი	6102
ივლისს	6096
კულტურა	6081
ინგლისური	6081
ზედა	6065
ჩრდილოეთით	6063
ერთადერთი	6059
საუკუნეების	6056
აპრილს	6023
ოსმალეთის	6016
ინგლისის	5989
დეკემბერს	5984
არამედ	5982
კუნძული	5966
მთავრობის	5955
გერმანელი	5952
გამოიცა	5935
მეოთხე	5927
პრეზიდენტის	5926
ქვემო	5924
ბრძოლაში	5920
მხრივ	5906
მსახიობები	5902
გაიმართა	5868
ოჯახი	5864
შემდეგი	5863
ანა	5856
ღია	5850
ინგლისელი	5846
შედეგები	5842
მეტად	5840
საარჩევნო	5840
ჯგუფები	5835
თავისუფალი	5821
ნაირსახეობა	5818
ნიკოლოზ	5795
იანვარს	5779
სიგრძე	5771
მეტრი	5771
დედა	5767
რეგიონი	5759
გიორგის	5756
ცენტრალურ	5755
ფეხბურთელი	5754
მასში	5735
ქვეყნები	5714
მისმა	5712
მთლიანად	5683
მონაწილეობდა	5683
შემდგომ	5679
საკონცერტო	5679
გავრცელებული	5667
რუსული	5664
კავშირი	5654
წარმოადგენდა	5652
ფილმის	5646
ფეხსახსრიანთა	5633
ჭიანჭველასებრთა	5626
მწერთა	5620
თებერვალს	5593
სეზონი	5593
დაიკავა	5588
მინისტრი	5583
ჯილდო	5577
ლუი	5576
განხილვაწვლილი	5573
ეგვიპტის	5562
ესპანეთში	5557
მოიგო	5549
გარდაცვალების	5545
სამხრეთი	5533
პერიოდის	5510
ცოლად	5498
გავლენა	5493
საკუთარ	5482
მარჯვენა	5448
ტაძრის	5446
დინასტიის	5434
მანძილზე	5413
მხარე	5410
მალევე	5386
ადგილზე	5379
ქალთა	5377
იაპონიის	5372
გაიხსნა	5361
რეჟ	5360
პოლიტიკოსი	5358
მუსიკის	5358
დაყოფა	5354
სწავლობდა	5353
არმიის	5340
სამედიცინო	5338
ნიშნავს	5338
ოლიმპიური	5331
რასაც	5327
თამაშების	5320
მხრიდან	5320
როგორიცაა	5316
ღვთისმშობლის	5316
ქვის	5307
შედგა	5305
სიმღერის	5300
ზომის	5285
ტბა	5282
განხილვა	5282
სიმაღლე	5280
შევიდა	5277
იგივე	5274
განათლება	5267
დაკავშირებული	5254
მსგავსი	5253
მმართველობის	5250
თამაში	5248
ისეთი	5242
გუნდი	5232
უფლება	5227
პრემია	5220
კომპანია	5219
სკოლის	5216
დაშორებულია	5212
იმის	5210
ამას	5204
სახელით	5198
ივანე	5195
თურქეთის	5195
რეჟისორი	5193
ეროვნების	5178
მუსიკა	5173
მიენიჭა	5170
ისტორიაში	5170
აღმოსავლეთი	5169
აზიის	5169
დემოგრაფია	5164
დაბრუნდა	5160
რობერტ	5154
ოჯახში	5150
ოჯახის	5146
ქუჩა	5138
ეკონომიკურ	5125
მიზნით	5119
კომიტეტის	5111
ჩანს	5106
მქონე	5101
მარცხენა	5093
უძველესი	5091
წინა	5085
აღარ	5085
ხის	5074
მეუღლე	5071
გვარიდან	5070
ქალები	5059
რუსეთში	5057
საუკუნეებში	5052
ლიგა	5045
პერუს	5034
ძმა	5033
ქალიშვილი	5031
აღნიშნული	5031
მძიმე	5023
საგარეო	5006
კარლ	5004
გამოყენება	4992
ითვლება	4982
მთელ	4950
ლიცენზია	4948
ომში	4945
დაბადებულები	4938
ბუნებრივი	4937
დატოვა	4934
შეიცავს	4922
მთის	4919
ჩემი	4918
გაეროს	4918
მუზეუმის	4910
რამაც	4909
სპეციალური	4898
ოფიციალურად	4882
გზა	4877
სურათი	4875
გამარჯვებული	4871
სისტემის	4870
სამ	4863
აგებულია	4861
ტომი	4856
განათლების	4844
დაკავშირებით	4838
სტატუსი	4829
გერმანია	4822
ქვედა	4811
საფრანგეთი	4808
სანამ	4796
იქნება	4794
დასავლეთი	4786
გამოიწვია	4775
ათასი	4768
საქმეთა	4765
რკინიგზის	4759
კოშკი	4757
მამაკაცი	4755
საზღვაო	4748
ახლოს	4744
წესი	4740
გერმანული	4727
ფართო	4720
ზოგჯერ	4705
ბრინჯაოს	4697
ძლიერი	4697
ჩინეთის	4690
სკოლაში	4689
შტატები	4679
ნაკრების	4676
ბრაზილიაში	4675
ამბები	4670
ტაძრები	4669
სრული	4661
მნიშვნელობა	4658
ფარგლებში	4650
ჯორჯ	4646
შექმნილი	4640
ჩრდილოეთი	4638
გავრცელებულია	4633
ქალაქების	4630
პოლიტიკა	4617
კავკასიის	4615
კედლის	4613
მთა	4612
სახეობა	4609
მატჩი	4608
ოლქში	4603
კომპანიები	4601
იოანე	4593
გარკვეული	4589
ინდოეთის	4559
სპორტული	4553
ლიგის	4552
პოლონეთის	4543
მედალი	4543
ეწოდა	4537
ხალხი	4530
შესასვლელი	4529
მალე	4526
მარჯვნივ	4522
იმპერატორი	4509
დინასტია	4505
დეპარტამენტის	4498
ავსტრალიის	4497
მთები	4479
სერია	4476
დაინიშნა	4467
შესაძლოა	4466
ნობელის	4464
პრემიის	4457
დედაქალაქი	4452
პროფესორი	4452
გაერთიანების	4451
ისტორიულ	4438
ბრძოლის	4435
მუშაობა	4431
მდინარეები	4425
ხუთი	4414
ადამიანები	4410
საპატიო	4410
დონის	4405
რომლებსაც	4390
პოლ	4384
თასის	4384
მონასტერი	4379
გოლი	4377
ტურნირი	4377
სიაში	4377
გვერდი	4374
აქედან	4372
პოპულარული	4370
ძალების	4369
აირჩიეს	4365
როგორ	4357
შემდგომში	4355
მიაღწია	4354
სავაჭრო	4354
კარგი	4351
რელიგიური	4341
ხიდი	4338
შეუძლია	4327
სინგლი	4326
პერიოდი	4320
ამერიკაში	4311
გამოცემა	4309
ოქრო	4301
ტახტზე	4298
ისევე	4288
საიტზე	4288
მომდევნო	4287
მასზე	4247
დამოუკიდებელი	4243
ძველ	4234
ხალხის	4228
თეატრი	4224
უილიამ	4224
ითამაშა	4222
სრულიად	4221
ავსტრიის	4216
სხვ	4214
ჯგუფ	4212
ევროპული	4211
ჩამოყალიბდა	4209
კაცს	4201
ცენტრში	4192
კახეთის	4188
საფრანგეთში	4188
ორდენის	4185
შემორჩენილია	4181
დარჩა	4181
გამოაცხადა	4175
მზის	4174
პირადი	4161
სანქტ	4158
ისა	4158
ნაწილს	4155
აღმოსავლეთის	4155
საზოგადოება	4155
შემდეგაც	4155
ვინაიდან	4147
დეპარტამენტი	4138
ჰქონდათ	4135
საეკლესიო	4133
ეკონომიკა	4130
საფუძველზე	4126
სტატიები	4122
სამართლის	4118
იანები	4118
უარი	4109
რუსეთი	4109
არსებობდა	4102
შეძლო	4101
წყარო	4101
დამატებითი	4098
აზრით	4095
შესაძლებელია	4094
დაიღუპა	4086
პოლიტიკურ	4085
ყოფილა	4083
ხანის	4078
ჯეიმზ	4078
დაცვის	4074
ენციკლოპედია	4074
იყენებენ	4074
დგას	4051
დელ	4048
მაგ	4047
სასახლე	4043
იქცა	4039
ასული	4038
სტუდიური	4036
ლიტერატურის	4035
სავარაუდოდ	4033
სეზონის	4030
გეოგრაფიული	4025
გაიზარდა	4020
ფაკულტეტი	4016
მოჰყვა	4014
შედიოდა	4013
აღნიშნავდეს	4010
ვახტანგ	3989
ფედერაციის	3987
გერმანიაში	3986
მიიღეს	3985
ფრანგული	3985
ხელისუფლების	3984
ლოს	3979
დროშა	3975
სიტყვა	3971
ბრიტანული	3966
განსაკუთრებული	3958
ჰყავდა	3954
გალერეა	3953
დაამარცხა	3953
თითო	3940
მომხმარებლის	3940
ფონ	3938
თავმჯდომარე	3923
პროექტი	3920
უკან	3920
ინფორმაციის	3920
დამოუკიდებლობის	3918
რომანი	3909
ოჯახისა	3906
ინფო	3904
წოდება	3903
ფორმა	3896
გამოჩნდა	3887
ამასთან	3885
ტრადიციული	3883
ერთხელ	3877
დასავლეთის	3875
იმპერია	3868
თვის	3865
ეკუთვნის	3853
თეატრის	3846
შვედეთის	3844
პოზიცია	3842
საზოგადოებრივი	3841
კუნძულ	3837
ლიტერატურული	3825
კერძო	3818
ქვეოჯახს	3817
მშენებლობა	3817
დიმიტრი	3816
საყოველთაო	3815
დრო	3814
დაარსებული	3814
კოლუმბიის	3806
მეზორეგიონს	3802
სახლში	3799
გრიგოლ	3794
არჩევნები	3790
მომღერალი	3788
სომხური	3785
სახლის	3781
კერძოდ	3780
სწორკუთხა	3763
წარმოშობის	3763
იწყება	3760
სატელევიზიო	3758
იმერეთის	3754
აქტიურად	3753
პოეტი	3748
კუნძულების	3747
ჭიანჭველები	3747
კონსტანტინე	3744
შეუერთდა	3735
შეიარაღებული	3735
დაბალი	3729
ურთიერთობა	3723
ორგანიზაცია	3720
სანტა	3713
ხელს	3713
ფორმის	3710
ერთმანეთს	3707
რჩეული	3706
ისევ	3701
მფლობელი	3697
პეტრე	3694
გენერალ	3691
მოძრაობა	3691
ვლადიმერ	3690
აღწევს	3689
საქმიანობის	3684
კილომეტრით	3678
წელიწადში	3677
ჯილდოები	3676
სეზონში	3675
მნიშვნელობის	3675
საბრძოლო	3668
ტერიტორიის	3668
საჭირო	3667
ქედის	3664
ბერძნული	3664
ჩატარდა	3662
ახლა	3655
დაწერა	3654
სახელწოდებით	3652
ლევან	3648
ენები	3639
დედოფალ	3637
მართლმადიდებელი	3636
მამის	3635
იღებს	3633
საჯარო	3633
ჟანრის	3615
გვარი	3615
მნიშვნელოვან	3613
კუნძულის	3613
ხელში	3596
სახის	3596
უწოდებენ	3590
ორგანიზაციის	3585
კომარკის	3583
ვოკალი	3581
შეასრულა	3573
დაიბადნენ	3567
გიტარა	3561
პროექტის	3559
იტალიელი	3553
ფინალში	3553
მეხუთე	3553
დედამიწის	3551
ოკეანის	3549
თავიდან	3549
სამეურნეო	3540
მოლდოვის	3540
ეთნიკური	3535
მოძრაობის	3534
ვიცე	3530
ხელმძღვანელი	3525
გარდაიცვალნენ	3522
ფეხბურთის	3521
პორტუგალიის	3520
სანაპიროზე	3519
სპორტის	3518
გორის	3516
დინამო	3514
საცხოვრებელი	3511
ძალები	3508
გუნდის	3505
სანაპირო	3498
პრინცესა	3494
ქვით	3485
ვიკიპედიის	3485
უმცროსი	3477
ხელმძღვანელობდა	3469
ყოველთვის	3469
ძირითად	3467
ვერცხლის	3463
მოდის	3461
მწვრთნელი	3459
ორგანიზაციები	3456
შეტანილია	3454
შედეგი	3449
ტერმინი	3446
დააარსა	3438
რითაც	3423
ადმინისტრაციულ	3422
რუკა	3415
მასთან	3412
ტექნიკური	3406
როლს	3405
ხელშეკრულება	3405
აზიაში	3403
შვილები	3399
სამინისტროს	3396
იტალია	3396
მუსიკოსები	3391
ქულა	3391
სადგური	3387
ხარისხის	3379
გადაწყვიტა	3373
ჩვეულებრივ	3373
იყოფა	3372
ჰერცოგი	3369
ბრიტანელი	3364
ორდენი	3361
ჟან	3356
მინას	3355
აქტიური	3354
მიწის	3351
დაიწყეს	3350
მეშვეობით	3350
შოთა	3342
ანიმაციური	3338
აღნიშნავს	3336
სიკვდილის	3336
მაიკლ	3336
თავდაცვის	3334
მოხვდა	3332
მომღერლები	3331
წაკითხვის	3329
ადგილას	3321
ზემოთ	3317
ეკონომიკის	3313
ძეგლების	3312
ჩვენ	3311
თარიღდება	3309
ჰენრი	3307
ყოფილიყო	3299
ირანის	3298
ილია	3296
უმრავლესობა	3294
ურთიერთობები	3292
ფაშა	3285
სიმაღლეზე	3278
ნაწილის	3276
სასულიერო	3272
გააჩნია	3267
განსხვავებით	3267
საქალაქო	3262
ჰყავს	3257
მეტ	3257
კლასიკური	3256
პროვინციები	3256
ქუთაისის	3253
მწვანე	3247
ტემპერატურა	3244
გარშემო	3242
დამსახურებული	3239
ნაცვლად	3237
ძლიერ	3233
პუნქტები	3231
რიჩარდ	3229
რომელზეც	3224
ჩემპიონატზე	3219
მანამდე	3207
წამყვანი	3205
დევიდ	3198
ცენტრის	3191
სტატისტიკურ	3190
დაასრულა	3189
ვან	3189
ახლო	3188
უკრაინაში	3187
არაა	3186
დამარცხდა	3183
საბოლოო	3180
ტექსტი	3175
მიმდინარეობდა	3171
ქორწინება	3169
მმართველი	3168
შემადგენლობა	3157
პარიზში	3156
კანონი	3152
მთავრობა	3151
ასსრ	3149
საპრეზიდენტო	3148
მეცნიერების	3146
შენობის	3146
მისცა	3145
პოლიტიკოსები	3145
თავზე	3144
მერი	3142
ქიმიური	3142
ომები	3141
ცოტა	3140
სიცოცხლის	3138
ბიზანტიის	3138
ხელოვნება	3133
იუნესკოს	3133
დაცული	3133
ლექსიკონი	3129
რესპუბლიკაში	3124
აშენდა	3123
გამოსცა	3123
ნაკრები	3120
მაკ	3118
გამომცემლობა	3116
გავიდა	3113
გამომდინარე	3106
მარი	3106
რომელთაც	3105
რაოდენობით	3104
მიმართულებით	3102
არჩევნებში	3101
ეწოდება	3100
ნამუშევრები	3100
პრეზიდენტები	3099
აეროპორტი	3098
საბჭო	3098
მოსკოვში	3092
ადგილობრივ	3092
ფიზიკური	3079
ესაზღვრება	3079
სოციალურ	3074
მიკრორეგიონ	3074
მედიავიკი	3071
ტერიტორიული	3070
სხეულის	3069
რევოლუციის	3066
წარმატებული	3065
ესპანეთი	3064
ოჯახს	3063
მიზეზი	3062
კურსდამთავრებულები	3061
წარმოდგენილია	3055
საზოგადო	3055
ხაზი	3054
მოახდინა	3051
გზით	3049
ვინც	3049
კუნძულზე	3039
კედლები	3028
შრომის	3025
მხარეში	3025
ექვსი	3016
დედაქალაქ	3015
თამაშის	3013
მდგომარეობა	3013
მთლიანი	3009
ბუნების	3008
წლისთვის	3004
ჩრდილოეთის	2994
წარმოდგენილი	2987
ნაგებია	2986
ინფოდაფა	2980
უნგრეთის	2978
ყოველ	2974
სათავეში	2973
კრებული	2973
რიცხვი	2973
დასახლება	2972
ნაპირზე	2969
სოციალისტური	2966
ჩვენი	2963
ბულგარეთის	2961
ციხესიმაგრე	2960
დანიის	2960
ასრულებს	2960
თქვა	2960
პეტერბურგის	2958
ზოგიერთ	2954
ეკლესიას	2954
ყველაფერი	2947
მსგავსად	2944
ჯამში	2942
გენერალური	2940
მოსკოვი	2940
არქიტექტურა	2938
შეიცვალა	2937
კლიმატი	2937
მინისტრის	2936
საშუალებას	2929
კარი	2924
პლატინა	2923
ხნის	2922
უშიშროების	2917
შეეძინა	2916
არმია	2916
ქმნის	2915
მხარს	2912
ფართოდ	2912
საბერძნეთის	2908
რომლებმაც	2908
შემორჩენილი	2905
ინგლისი	2904
ხელმძღვანელობით	2904
პროცესი	2904
უფლებების	2903
ოფიციალურ	2903
დანარჩენი	2901
ისეთ	2900
დაქორწინდა	2899
მომხმარებელი	2898
არგენტინის	2896
გამარჯვება	2895
ზღვა	2895
მარკ	2891
რკინის	2891
მეურნეობის	2890
სამყაროს	2887
ქვემოთ	2886
დახმარებით	2881
მოახერხა	2881
აიღო	2880
ტყის	2880
ცენტრია	2878
იმყოფებოდა	2878
მხატვარი	2878
ფედერალური	2877
ორიგინალური	2875
უახლოესი	2873
მდებარეობდა	2871
რაოდენობის	2871
ტერიტორიები	2869
იქნებოდა	2867
ფართობია	2865
ტიტული	2862
სასამართლო	2861
არსებულ	2860
ლიდერი	2859
მახლობლად	2856
დირექტორი	2856
ზოგადი	2853
იზრდება	2852
შესრულებული	2849
განსხვავებული	2847
პიტერ	2845
იტალიაში	2843
პროფილი	2843
კომუნისტური	2840
ლონდონის	2839
შექმნის	2838
მიმდინარე	2838
სომხეთში	2838
წლით	2838
გერბი	2835
სტატისტიკა	2829
მეფეები	2824
არაბული	2822
ქვეყნებში	2816
წიგნის	2815
ნაგებობა	2809
პოლიტიკის	2809
ცენტრ	2807
საჰაერო	2805
საშუალებით	2800
აღწერილია	2800
თვითონ	2796
სახე	2793
მომავალი	2790
ისრაელის	2787
შტატი	2785
ერთეული	2785
ცოლი	2784
კომპოზიტორი	2782
ბიბლიოთეკა	2782
საშუალება	2781
ბოლომდე	2779
გამოაქვეყნა	2775
ორჯერ	2773
გამოიყენებოდა	2770
ნებისმიერი	2763
დაბადების	2763
ცდილობდა	2762
მასშტაბით	2757
ძეგლის	2756
სამზარეულო	2755
გამოყენებული	2754
ტბის	2752
ხმა	2751
მატჩში	2750
დაწერილი	2749
ელექტრონული	2748
არჩევნების	2747
რომელთანაც	2747
გრძელი	2744
სპორტი	2738
სტატიების	2737
მისთვის	2737
განყოფილების	2736
თემები	2734
ლეიბლი	2732
ბაშკირეთის	2731
ხმის	2727
მუზეუმში	2726
ღრმა	2725
სომეხი	2725
სამხრეთის	2724
ქალის	2724
მონაწილე	2722
გაატარა	2717
ინსტიტუტში	2715
თანამდებობა	2714
შეერთებული	2714
პროდიუსერი	2711
რუსულ	2708
ნამდვილი	2708
დისკი	2707
კანადის	2705
უკავშირდება	2704
ცალკე	2695
ჩათვლით	2691
ჯგუფს	2690
იმპერატორ	2689
რადგანაც	2689
ავსტრია	2688
შვეიცარიის	2684
განვითარებული	2681
კარის	2680
ხარისხი	2670
თავიანთი	2667
თაღოვანი	2665
უბრალოდ	2664
ნაკლებად	2664
გადაეცა	2662
მრავალ	2661
საღვთო	2660
სვანეთის	2660
იძულებული	2655
მხატვრული	2655
იშვიათად	2653
თეორია	2650
კედელში	2648
ჯაბა	2640
ლათინური	2639
ჩარტები	2638
რომანები	2637
მიმდინარეობს	2637
ქალაქს	2633
რომაული	2632
სფეროში	2627
შვიდი	2627
სტივენ	2624
წარმოება	2621
რთული	2621
საგანმანათლებლო	2620
დებიუტი	2617
ერთიანი	2612
ხეობაში	2610
მმართველობა	2608
წერდა	2607
შეადგენენ	2607
დღევანდელი	2604
საქმე	2603
პატივსაცემად	2600
საერთოდ	2597
მუდმივი	2593
კომპლექსი	2592
კლუბის	2592
ხალხური	2590
ზოგი	2589
მეთაური	2587
რომელთაგან	2578
გამოცემის	2578
ამით	2578
გარეთ	2577
ვიწრო	2576
გამოცხადდა	2576
უეფა	2575
ბრიტანეთი	2572
დათო	2570
საფუძველი	2560
მასალა	2558
კვლევის	2557
სტატიის	2554
ირაკლი	2552
დარბაზი	2552
პარიზის	2551
უამრავი	2551
სინგლები	2548
