word	count
მრავალ	9
მინდორი	9
მდაბლად	9
მსგავსად	9
ცეცხლსა	9
მკვდართა	9
გწადდეს	9
ერთისა	9
ტანითა	9
ცეცხლნი	9
სიხარული	9
მაშინვე	9
მტერნი	9
პატიჟნი	9
ტირილით	9
ლალი	9
წიგნსა	9
ენით	9
აკოცა	9
ვნახენ	9
გაქვს	9
თმა	8
ავად	8
სახლად	8
მამა	8
ამბავთა	8
ვპოვე	8
მმართებს	8
მიზეზი	8
ეამა	8
სამსახურად	8
ქებასა	8
ტირილი	8
შენად	8
თუნდა	8
ლხინთა	8
გიამბობ	8
შვილსა	8
როსტანს	8
გაგზავნა	8
ერთად	8
მომეც	8
მომკლავს	8
გაუწყვედლად	8
თინათინის	8
ღაწვი	8
გარდახდეს	8
ყოფა	8
მწვავს	8
ვისსა	8
უსაზომო	8
უკადრი	8
ტურფითა	8
ცოტაი	8
ჯერთ	8
როსტან	8
მიჯნურსა	8
დღისა	8
მოეხვია	8
სხვათა	8
მართალ	8
გაიყარნეს	8
ფერხთა	8
მიჯობს	8
ვაზირმან	8
სოფელს	8
ტკბილი	8
უჭვრეტს	8
სახმილი	8
იგივე	8
რომელნი	8
სიკვდილისა	8
დრო	8
შევიდა	8
ინდოთ	8
მოდით	8
რიდე	8
რისხვით	8
სამნივე	8
მარგალიტსა	8
გაუკვირდა	8
ჩემ	8
მამისა	8
თუღა	8
სიტყვისა	8
წყალსა	8
მტერი	8
ქედსა	8
სიცოცხლისა	8
შენია	8
ახლად	8
ჩვენთვის	8
წესია	8
სჭირს	8
ერთმანერთისა	8
ჯერ	8
ცეცხლითა	8
ჩნდა	8
იგიცა	8
ნახვად	8
რიდი	8
კერძ	8
მომხვდეს	8
მებრძოლთა	8
პურობა	8
ალსა	8
კარგსა	8
ხელმწიფედ	8
სულთქნა	8
სიცილით	8
სწადდეს	8
ბრძანებს	8
ძებნად	8
შმაგი	8
ქალაქს	8
უკეთესი	8
ნახნა	8
ნურას	8
მნათობთა	8
ჭმუნვა	8
მიეცა	8
მოისმინა	7
ვინათგან	7
შვილო	7
მივლენ	7
მინდორთა	7
მონამან	7
წამოვე	7
გქონდეს	7
ვინა	7
ავთანდილცა	7
ცოცხალ	7
აროდეს	7
ჰკრეს	7
ჯოგი	7
ქმნეს	7
დიდხან	7
ტაიჭი	7
საწუთრო	7
დიდთა	7
შევჯე	7
მისვე	7
წყალობა	7
ას	7
ამითა	7
გამზრდელი	7
მღერა	7
მეფენი	7
ფიცხლა	7
ნებასა	7
გამოჩნდეს	7
მუხლ	7
დილასა	7
უხარის	7
სევდა	7
გიამბო	7
მოგახსენებ	7
ნადირობას	7
ნესტან	7
მაშა	7
მოეხვივნეს	7
მანდა	7
ნაკადი	7
ასმათის	7
მიწასა	7
სიკვდილამდის	7
ყოვლნი	7
უბოძა	7
ვუთხრა	7
ამისად	7
მედების	7
დავრჩე	7
მოყმისა	7
ქმენ	7
მქმნელი	7
ნება	7
გულო	7
გიჯობს	7
საუბარსა	7
არცაღა	7
ცხელითა	7
სიკეთე	7
ნადიმად	7
სჯობდეს	7
გაკვირვებით	7
მოვახსენე	7
ჭამა	7
ბაღსა	7
ყველანი	7
ავდეგ	7
ზახილით	7
გამიკვირდა	7
მომართვა	7
დაწერა	7
ვზი	7
ფერსა	7
ღირს	7
ყვავილი	7
კმარის	7
თქვი	7
კართა	7
მოგცემ	7
თვალად	7
ზედან	7
მყოფსა	7
ვარდნი	7
წყლული	7
ზოგთა	7
წამ	7
ყოვლსა	7
გვინდა	7
ნიშანი	7
მცალს	7
თვალითა	7
დანა	7
ორთა	7
სცემდეს	7
რიდითა	7
ნუცა	7
ძმანო	7
დარჩა	7
ხვალე	7
უნდეს	7
ქმარი	7
დგას	7
იქმ	7
მინახავს	7
მოშორვება	7
ღამესა	7
გლოვა	7
გვმართებს	7
დავჯე	7
პატრონსა	7
შავითა	7
გეაჯები	7
გვაქვს	7
გავიდა	7
ყველა	7
უამბო	7
ჭირად	7
ვალი	7
ძე	7
თვალ	7
ყოველნი	7
გვითხრა	7
სოფელსა	7
ქვაბნი	7
შენმან	7
მორჭმული	7
შექმნა	7
ვქმენ	7
რამც	7
ასული	7
საჭურჭლენი	7
ცრემლმან	7
გიკვირს	7
ალი	7
ნუღარა	6
აგრევე	6
მოსრულა	6
უსახო	6
უებრო	6
შიში	6
ხატაეთს	6
ცნეს	6
ადგეს	6
დავდგები	6
მაშინღა	6
რისხვა	6
საბოძვარი	6
უცხონი	6
ვისთა	6
ჰკითხა	6
ვიქმნები	6
რეტად	6
სხვამცა	6
სისხლსა	6
ვაჭართა	6
ტირილსა	6
ფერთა	6
მხეცნი	6
ნახე	6
კარი	6
მტერთაგან	6
თქვენცა	6
იცით	6
ცხენთა	6
ბროლსა	6
ლალისა	6
შამბი	6
გავგზავნენ	6
წამოვედით	6
ველი	6
ნათლად	6
ყორნის	6
შენითა	6
თორმეტი	6
პოვა	6
შეიყარნეს	6
სამსახური	6
ვჰკითხე	6
მოეგება	6
ლომთა	6
ნურა	6
თვალთათ	6
მეჭვ	6
მოედანს	6
სახელი	6
წვა	6
ცეცხლისა	6
ველად	6
მეფისაგან	6
გვედრებ	6
მხეცი	6
ვეძებ	6
გონებამან	6
ჟამად	6
მისლვა	6
უკანა	6
წვრილად	6
მოწმად	6
ძებნა	6
დიდისა	6
ნახეთ	6
წადილი	6
ბნელად	6
მეკობრეთა	6
თმობასა	6
გაყრისა	6
აჩნდა	6
თქვას	6
გაემართა	6
წყლულისა	6
მზისაცა	6
პირის	6
ტყვე	6
სულთქმა	6
ესეა	6
მოყვარესა	6
სიტყვათა	6
მოგშორდი	6
დიდითა	6
ნაუბარი	6
მუნა	6
მჯდომელი	6
მოსთქვამს	6
მჭვრეტელნი	6
მზენი	6
სულნი	6
იგონებდა	6
მნათობი	6
ღირსა	6
საჭვრეტლად	6
დედოფალმან	6
ძღვენსა	6
ცეცხლმან	6
რიდისა	6
ჩემზედა	6
ცნობილი	6
ცრემლით	6
გარეთ	6
მითვე	6
საწადელი	6
მეფედ	6
ვარდთა	6
თქვენთვის	6
უხვად	6
ბნელსა	6
ხსენება	6
ტურფასა	6
გმირთა	6
კლდე	6
რამ	6
დიდებულთა	6
ხრმლითა	6
მყავს	6
ტაბლაკსა	6
ჭირისა	6
გნახე	6
უჩნს	6
მამაცისა	6
ყოველსა	6
ლახვარი	6
რადღა	6
ნავსა	6
ბრძნად	6
სამოცი	6
გარგებს	6
ლაშქარი	6
წყარო	6
საროსა	6
ისმენდი	6
ვეფხის	6
სიმრავლე	6
გონებანი	6
დაუწყო	6
ვაჭარნი	6
მტერსა	6
მაღლად	6
მოსრული	6
გეტყვი	6
ხელმწიფეო	6
ლალსა	6
ამან	6
თქვენისა	6
სიტყვები	6
ცნობითა	6
გაყრილი	6
ჰყვა	6
ნუღარ	6
ცხენია	6
საომრად	6
ბედსა	6
სრულნი	6
წავიდე	6
მისცემს	6
სარო	6
სპასპეტი	6
ქვაბს	6
თავმან	6
ბოლო	6
დაიწყეს	6
თქვენად	6
უბრძანებდა	6
ბრძანება	6
შეექმნა	6
კლდენი	6
ზოგსა	5
ნადიმი	5
საუბრად	5
გნახო	5
ფარსადანს	5
ცუდ	5
ია	5
ასმათმან	5
ჭირითა	5
პირს	5
ხათუნ	5
დაიზახნა	5
ნადირთა	5
ცოლი	5
სიხარულსა	5
არსით	5
ჩვენად	5
ეწყინა	5
ემოსა	5
საწუთრომან	5
ჭვრეტითა	5
სულთქვამს	5
ახ	5
ლხენასა	5
მოგვცა	5
საბრალოდ	5
ნუთუმცა	5
ბოზო	5
ჩემთანა	5
ხშირად	5
წამსა	5
დადგა	5
ზაფრანად	5
რაშიგან	5
სახელად	5
ვხედავ	5
სისხლნი	5
სამეფოსა	5
ცოცხალი	5
გჭირს	5
შვიდისა	5
ათი	5
სამი	5
იტირეს	5
დადუმდეს	5
საყვარელი	5
ჰშვენის	5
ქარავანი	5
გამოჩნდა	5
გავიხარენით	5
ვისნი	5
მორჭმით	5
სჯობდა	5
პურად	5
იქი	5
ღარიბად	5
წელ	5
მჯდომარე	5
არსა	5
მკლავი	5
წელთა	5
აბჯრისა	5
სრულ	5
მათითა	5
ყოველგან	5
ვარდის	5
იყვის	5
მონასა	5
გაეკიდა	5
გზანი	5
ვნახავ	5
დიდ	5
ბადახში	5
უკუ	5
ყოფილა	5
განკურნება	5
მოციქული	5
სიშორე	5
ფიცხელი	5
ბნელითა	5
ჰგავსო	5
ლარი	5
წითლად	5
მომისმინე	5
რიცხვი	5
გულისათვის	5
მტირალსა	5
მოვიდე	5
მივედით	5
გავხე	5
წლისა	5
სასიძო	5
ჩრდილი	5
დავარ	5
მოვკალ	5
მასცა	5
სრულისა	5
მაგისად	5
ჰქვიან	5
შეეკაზმა	5
ჭამეს	5
ინდოეთი	5
უცხოთა	5
ასჯერ	5
შორი	5
ქვეყანად	5
ჰშვენოდა	5
მაგითა	5
მხიარულად	5
ჰკრა	5
ეძებს	5
სწადდა	5
თავისად	5
განა	5
მინდორსა	5
სრა	5
ეგზომ	5
დედოფალსა	5
ვეღარა	5
შტო	5
ნავითა	5
შვილთა	5
ესენი	5
ამ	5
ვერვისგან	5
მართალსა	5
წამწამთა	5
ამირბარსა	5
ფიცისა	5
დევთა	5
ზეიმი	5
უკეთესსა	5
ვიშიშვი	5
მკლავნი	5
მხიარულსა	5
გინახავს	5
შემინდევ	5
ზოგნი	5
დენითა	5
მძიმე	5
შავსა	5
ცხადად	5
წავიდეთ	5
ვქმნათ	5
მასთანა	5
მიდამო	5
მერე	5
შავნი	5
ლახვართა	5
თქმულა	5
სახელმწიფო	5
ზღვათაცა	5
დგეს	5
ჰგვანდის	5
მოუბარი	5
მიამბე	5
შენდა	5
საუბარითა	5
მადლსა	5
კუშტი	5
მთვარეო	5
იცემს	5
მიყავ	5
კარგა	5
ხანია	5
მძულს	5
რამაზს	5
უფრორე	5
მკლავ	5
დარბაზსა	5
უთხარ	5
ნაზარდი	5
იმედი	5
ქცევითა	5
გორი	5
ღაწვნი	5
ქვაბი	5
საყვარლისა	5
გამორჩევა	5
თავითა	5
უყვარს	5
ჰკადრებს	5
მკლავითა	5
მკვდარსა	5
მასთანავე	5
ვთქვით	5
დამალული	5
დამხვდა	5
ვიცოდი	5
ესეცა	5
ვნახეთ	5
წავედით	5
საყვარელისა	5
გონებასა	5
კლდესა	5
მაღალი	5
არც	5
უჯდა	5
დაბრუნდა	5
იდუმალ	5
შეკაზმული	5
დასწვავს	5
ნახავს	5
ტურფანი	5
ფიცნი	5
უსულო	5
ედვა	5
სრასა	5
გვარად	5
ავსა	5
შემოვიდა	5
პოვეს	5
დროშა	5
ცხენისა	5
ჩვენისა	5
მუნამდის	5
საჭურჭლესა	5
მიდი	5
ურიცხვი	5
მორჩი	5
დავსხედით	5
თაყვანის	5
მრთელისა	5
ვუბრძანე	5
ისრე	5
ვარდმან	5
სიტურფე	5
ხატაელთა	5
ყმაო	5
ინდონი	5
ვიცან	5
ჟამია	5
ხელნი	5
ჟამიერად	5
შემოდგა	5
უსენს	5
საჯდომი	5
სწვავს	5
მოყმენი	5
ამბავნი	5
სისხლითა	5
გამოვიდა	5
შერმადინს	5
სცეს	5
ღვარი	5
ჩემით	5
მოჰკვდები	5
აკოცებს	5
მარგებს	5
ბაღი	5
დააგდეს	5
მწადდა	5
სტირ	5
მოციქულობა	5
ერთაი	5
ეწერა	5
აბჯარსა	5
დიაცსა	5
ასეთი	5
წავა	5
წესითა	5
ზოგი	5
როგორ	5
მახლავს	5
ყოველგნით	5
კუბოსა	5
ალისა	5
მჭვრეტნი	5
მომცა	5
მომეგება	5
ბედისა	5
ცოტასა	5
ზენაარი	5
თხრობა	5
შეიქმს	5
სულთქმით	5
საშინელი	5
მჭვრეტსა	5
ვერავინ	5
მოიღეს	5
ნეტარძი	5
მოვკვდები	5
მათრახითა	4
ფატმანის	4
ციხისა	4
ცხრა	4
ტან	4
მოჰკიდა	4
სცნა	4
წადილსა	4
მიჰყო	4
თათბირსა	4
ეთქვა	4
წესი	4
მოაქვს	4
მათრახი	4
მოასხნეს	4
მოეგებნეს	4
დამწვავს	4
ტყავისა	4
საღამო	4
დახვდა	4
ჟამ	4
კაბა	4
კლდეთა	4
ქვაბსა	4
ქმარსა	4
ქცევა	4
იარა	4
სადამდისცა	4
მყოფნი	4
სალამი	4
გაგზავნეს	4
გამო	4
ესმის	4
სმენასა	4
ტიროდა	4
დენით	4
ვპოვეთ	4
მოხვე	4
ზათქი	4
ენისა	4
მნახავი	4
დედისა	4
ხესა	4
მოკლვა	4
წვიმა	4
ამოსა	4
გეშის	4
მუზარადი	4
იქმნას	4
მონები	4
დავყავ	4
დამეხსენ	4
თვე	4
ველსა	4
მიხდილი	4
საიმედო	4
ხათუნს	4
ვაჭარი	4
ქვეშე	4
კეტი	4
წეღან	4
არსად	4
მხეც	4
სამსა	4
მართალია	4
საყვარელო	4
დახოცნა	4
უჭვრეტდა	4
მგზავრთა	4
სევდიანი	4
გაიყარა	4
ჭნებოდა	4
ნადირი	4
კვესითა	4
შავმან	4
შავ	4
რაზომ	4
დაღრეჯილი	4
უნახავს	4
თვალსა	4
ფატმანისსა	4
ჩვენსა	4
ხანისა	4
აწვე	4
ძებნეს	4
ატირდეს	4
როშაქ	4
წმიდად	4
სახელისა	4
ნაუბარსა	4
თმასა	4
დადუმდი	4
საქებარი	4
ზედ	4
უღონიოდ	4
ხშირ	4
ექმნა	4
მოგხვდების	4
გავლო	4
სხვაცა	4
ჩანგი	4
დანასა	4
თინათინს	4
უმისობა	4
სავსენი	4
მათთანა	4
მომკლავ	4
მოსმენა	4
გაჭრა	4
ედგა	4
ანაზდად	4
თავთა	4
მუხლნი	4
უგავს	4
ლარისა	4
დაისვა	4
შემობრუნდა	4
ვჰკადრეთ	4
მგამა	4
ცრუ	4
რბოდეს	4
ბაგეთათ	4
პატრონობა	4
თხრობასა	4
დარად	4
მუქაფა	4
სიცილი	4
იცემდეს	4
მისკენ	4
ხრმალ	4
გრძლად	4
მიჯნურობისა	4
ცხელნი	4
ტიროდეს	4
სკამითა	4
ცოტა	4
მეტითა	4
რიდენი	4
მოიშორვა	4
მეო	4
ეუბნა	4
ყოვლგან	4
ძმანი	4
ციხე	4
აღარას	4
ჯარია	4
ქუშად	4
ეხვევის	4
უნახავი	4
რომელმან	4
გაზრდილი	4
ვაქებ	4
მომცემი	4
უმძიმს	4
მზისაებრ	4
სათი	4
უხმო	4
მჯდომია	4
ჰყავს	4
ისმის	4
ცოცხალვარ	4
დად	4
არსთა	4
სურვილთა	4
რეტსა	4
მოვალთ	4
უქმნია	4
ვისმე	4
ნელად	4
უჩნდეს	4
ნახული	4
წყნარითა	4
რე	4
სირცხვილი	4
აჯა	4
ტირსა	4
მზეა	4
ერთგული	4
მწვანითა	4
ნებისა	4
ბანის	4
შმაგსა	4
გასცემს	4
ბნდებიან	4
ბედითა	4
წითელ	4
მრავალთა	4
ვარდ	4
დაშვრების	4
აივსო	4
სამხრე	4
ლაღნი	4
გულნი	4
წინას	4
ტაიჭსა	4
მკლავსა	4
ლხინმან	4
ტკბილსა	4
ნიშნად	4
გაქო	4
რებულნი	4
შუქსა	4
ერთმანეთსა	4
ნათელი	4
გამწყრალი	4
არეთა	4
დავყარენ	4
შეგცოდე	4
უცნობოსა	4
ვალთა	4
ღვრიდა	4
ცემა	4
შენვე	4
დაასრულა	4
ნათლისა	4
ეამების	4
ამოა	4
ყმანია	4
მწადიან	4
გესმის	4
მრავალნი	4
ცეცხლ	4
ხლებულნი	4
ვიგონებდი	4
გაეგება	4
წახდა	4
არნეს	4
საუბრისა	4
სახედ	4
ვამსგავსე	4
პასუხსა	4
კრთებოდა	4
უშიშრად	4
ჩვენზედა	4
ჯორი	4
ეზომ	4
ამისა	4
მიდებს	4
მოყრილი	4
კარგთა	4
ვიგონებ	4
ნადიმობა	4
ორი	4
საკრძალავი	4
გატეხა	4
დათმობა	4
მჭვრეტელი	4
მეფობა	4
ქალია	4
დანაბადია	4
უხვი	4
შევედით	4
სიარული	4
შუბი	4
სწორია	4
მოყვრისათვის	4
გარდავადეგ	4
მიწად	4
ცისკრად	4
შვენება	4
საბრალოა	4
სტავრა	4
გნახავ	4
ანდერძი	4
დავსვი	4
ტურფათა	4
მოახლეთა	4
მიეც	4
მამაცი	4
ხელია	4
სხვისა	4
ვაზირნი	4
ამო	4
შაბაშ	4
მჭირდეს	4
საჭურჭლეთა	4
იტყვიან	4
საკვირველი	4
მოვიდიან	4
მქმნელია	4
ბნელია	4
ადგილსა	4
იწვის	4
ნაცვალი	4
ყაბაჩა	4
ნაქმარი	4
მისივე	4
მთვარესა	4
სიმტკიცე	4
